timestamp,width,height,streamBandwidth,estimatedBandwidth,loadLatency,manifestTimeSeconds,playTime,pauseTime,bufferingTime
1587246498.505,1280,720,1761659,5300000,null,0.08500003814697266,0,0,0.02200007438659668
1587246498.536,1280,720,1761659,339000600,null,0.08500003814697266,0,0,0.05299997329711914
1587246498.585,1920,1080,115176034,358022334.7969125,null,0.08500003814697266,0,0,0.10199999809265137
1587246498.611,1920,1080,115176034,358022334.7969125,0.22499990463256836,0.08500003814697266,0,0,0.12800002098083496
1587246498.631,1920,1080,115176034,364261348.5368258,0.22499990463256836,0.08500003814697266,0,0,0.14800000190734863
1587246498.665,1920,1080,115176034,437645261.99675274,0.22499990463256836,0.08500003814697266,0,0,0.18199992179870605
1587246498.701,1920,1080,115176034,517384280.81958646,0.22499990463256836,0.08500003814697266,0,0,0.21799993515014648
1587246498.738,1920,1080,115176034,587331400.4072987,0.22499990463256836,0.08500003814697266,0,0,0.25499987602233887
1587246498.768,1920,1080,115176034,592424936.3182142,0.22499990463256836,0.08500003814697266,0,0.021999835968017578,0.2630000114440918
1587246498.802,1920,1080,115176034,576957749.8641449,0.22499990463256836,0.08500003814697266,0,0.0559999942779541,0.2630000114440918
1587246498.857,1920,1080,115176034,571457375.2524183,0.22499990463256836,0.08500003814697266,0,0.11100006103515625,0.2630000114440918
1587246498.926,1920,1080,115176034,509500614.9201739,0.22499990463256836,0.08500003814697266,0,0.18000006675720215,0.2630000114440918
1587246498.973,1920,1080,115176034,497919598.62530327,0.22499990463256836,0.08500003814697266,0,0.22699999809265137,0.2630000114440918
1587246499.04,1920,1080,115176034,481848909.58572775,0.22499990463256836,0.08500003814697266,0,0.29399991035461426,0.2630000114440918
1587246503.152,1920,1080,115176034,434782702.12794673,0.22499990463256836,0.08500003814697266,2.1710000038146973,2.2339999675750732,0.2630000114440918
1587246509.245,1920,1080,115176034,423942439.52777463,0.22499990463256836,0.08500003814697266,8.264999866485596,2.2339999675750732,0.2630000114440918
1587246515.344,1920,1080,115176034,402085613.2062509,0.22499990463256836,0.08500003814697266,14.364000082015991,2.2339999675750732,0.2630000114440918
1587246521.433,1920,1080,115176034,402499944.3097714,0.22499990463256836,0.08500003814697266,20.45300006866455,2.2339999675750732,0.2630000114440918
1587246527.549,1920,1080,115176034,386385854.60589683,0.22499990463256836,0.08500003814697266,26.569000005722046,2.2339999675750732,0.2630000114440918
1587246533.135,1920,1080,115176034,382278991.40447,0.22499990463256836,0.08500003814697266,32.15499997138977,2.2339999675750732,0.2630000114440918
1587246539.258,1920,1080,115176034,366834717.7418783,0.22499990463256836,0.08500003814697266,38.27799987792969,2.2339999675750732,0.2630000114440918
1587246545.355,1920,1080,115176034,357309390.7978218,0.22499990463256836,0.08500003814697266,44.37400007247925,2.2339999675750732,0.2630000114440918
1587246551.471,1920,1080,115176034,347578831.8158682,0.22499990463256836,0.08500003814697266,50.490999937057495,2.2339999675750732,0.2630000114440918
1587246559.619,1920,1080,45006034,74271646.01464866,0.22499990463256836,0.08500003814697266,58.638999938964844,2.2339999675750732,0.2630000114440918
1587246559.688,1920,1080,45006034,79423266.94962412,0.22499990463256836,0.08500003814697266,58.70799994468689,2.2339999675750732,0.2630000114440918
1587246563.342,1920,1080,45006034,85647168.91874331,0.22499990463256836,0.08500003814697266,62.36199998855591,2.2339999675750732,0.2630000114440918
1587246571.491,1280,720,1761659,33812362.83631018,0.22499990463256836,0.08500003814697266,70.51099991798401,2.2339999675750732,0.2630000114440918
1587246571.541,1280,720,1761659,37100182.19458508,0.22499990463256836,0.08500003814697266,70.5609998703003,2.2339999675750732,0.2630000114440918
1587246588.91,640,360,380890,664473.7107607556,0.22499990463256836,0.08500003814697266,87.9300000667572,2.2339999675750732,0.2630000114440918
1587246588.939,640,360,380890,2684687.12829373,0.22499990463256836,0.08500003814697266,87.95899987220764,2.2339999675750732,0.2630000114440918
1587246588.963,640,360,380890,4237655.633935569,0.22499990463256836,0.08500003814697266,87.98300004005432,2.2339999675750732,0.2630000114440918
1587246588.987,640,360,380890,6017573.479449089,0.22499990463256836,0.08500003814697266,88.00699996948242,2.2339999675750732,0.2630000114440918
1587246593.533,640,360,380890,8303289.81523882,0.22499990463256836,0.08500003814697266,92.55299997329712,2.2339999675750732,0.2630000114440918
1587246599.121,1280,720,1761659,8654198.148496838,0.22499990463256836,0.08500003814697266,98.14100003242493,2.2339999675750732,0.2630000114440918
1587246612.876,640,360,800494,484325.89006313146,0.22499990463256836,0.08500003814697266,111.89599990844727,2.2339999675750732,0.2630000114440918
